986191574,0,20,2,0,2
986233146,32,136,28,0,229
986243412,1,12,1,0,2
986269958,0,4,1,0,0
986274288,3,57,5,0,0
986287267,69,103,11,0,1
986319912,58,162,161,0,303
986332962,0,10,10,0,243
986335076,178,153,931,0,289
986346829,19,63,16,0,83
986377867,0,1,1,0,0
986385379,0,0,1,0,17
986387814,0,9,1,0,0
986412710,54,127,78,0,296
986468107,64,1022,6,0,148
986479477,0,2,7,0,104
986549580,45,205,29,0,275
986587128,52,144,49,0,293
986587854,6,40,14,0,4
986588708,0,7,7,0,241
986600527,11,105,37,0,152
986628241,157,149,390,0,299
986631085,11,23,115,0,262
986646908,0,1,2,0,0
986668418,0,0,1,0,1
986671728,2,28,5,0,139
986690407,0,1,3,0,191
986713374,1,0,1,0,172
986715824,4,0,23,0,297
986716146,0,0,4,0,0
986738545,0,5,3,0,0
986760084,1,31,4,0,165
986801730,52,72,15,0,161
986822312,0,15,1,0,3
986830957,0,3,1,0,0
986846390,3,50,14,0,164
986851410,319,178,2356,1,309
986875195,3,15,10,0,176
986894232,9,21,8,0,93
986908801,0,1,1,0,124
986909690,0,2,2,0,81
986910740,0,9,1,0,56
986939582,0,0,3,0,0
986963318,1,7,1,0,0
986970906,78,73,1002,1,314
987005514,6,68,8,0,231
987007632,29,95,25,0,230
987021841,0,0,1,0,0
987060505,15,129,1,0,2
987088674,47,60,4,0,28
987095046,6,31,8,0,167
987115429,1,6,2,0,3
987131238,5,38,14,0,124
987136639,2,1,2,0,65
987138426,8,14,52,0,35
987181999,2,16,14,0,0
987204006,203,521,1579,0,309
987205068,2,12,1,0,286
987225290,16,6,5,0,16
987272965,0,2,3,0,109
987307562,94,587,152,0,34
987310033,14,75,15,0,281
987320292,3,3,8,0,52
987367574,0,0,1,0,67
987374726,0,9,4,0,138
987391129,1,3,1,0,9
987434197,0,15,1,0,9
987453948,12,16,2,0,1
987467070,5,77,11,0,80
987472980,2,14,4,0,124
987494185,76,118,338,0,319
987505993,7,18,9,0,58
987506616,6,67,1,0,31
987592404,28,0,24,0,297
987595032,4,10,2,0,93
987599264,38,40,438,0,165
987600014,4,15,16,0,15
987604736,12,92,11,0,280
987609337,4,86,7,0,8
987611996,0,9,4,0,66
987637542,0,1,1,0,1
987662701,0,1,4,0,249
987706386,233,217,316,0,297
987708175,6,80,9,0,2
987720218,155,417,558,0,317
987721598,0,1,5,0,12
987745700,2,47,92,0,289
987755670,6,27,8,0,144
987768128,1,31,26,0,139
987768482,0,2,17,0,272
987771750,4,32,29,0,288
987782503,0,0,21,0,38
987792853,0,8,2,0,0
987794742,38,15,14,0,240
987832620,21,124,5,0,42
987855338,4,36,20,0,312
987889368,18,33,206,0,27
987889716,0,0,15,0,3
987900349,0,0,2,0,37
987918025,9,28,8,0,197
987942840,15,46,49,0,""
987963043,10,8,10,0,114
987965162,2,16,19,0,218
987967909,15,53,264,0,194
987974959,425,264,10119,0,289
988012236,256,245,4181,0,307
988013916,84,79,132,0,313
988084501,23,43,167,0,308
988143182,33,163,190,0,201
988148786,5,4,5,0,6
988161055,6621,131,11,2,141
988212674,0,11,1,0,127
988230018,0,1,2,0,1
988249687,10,18,4,0,15
988279291,0,0,2,0,0
988297279,75,0,17889,1,157
988354718,0,8,1,0,0
988363584,0,2,3,0,0
988363849,5,19,4,0,211
988447051,0,1,3,0,68
988517000,0,2,2,0,14
988550528,24,20,2,0,0
988558826,0,0,1,0,0
988581703,8,98,12,0,124
988587187,1,14,1,0,143
988587607,433,577,1694,0,285
988590452,34,43,412,0,297
988626854,64,15,612,0,276
988632246,0,1,2,0,0
988659276,25,25,2731,3,317
988678476,141,381,117,0,153
988688106,8,31,1,0,0
988699820,74,365,1,0,0
988701446,2,4,1,0,5
988731072,0,0,2,0,42
988743624,9,15,1,0,2
988745676,2213,1936,51233,3,306
988777448,21,68,2,0,229
988801862,15,20,3,0,101
988806577,0,0,1,0,0
988806854,1,2,3,0,0
988816172,5,35,1,0,37
988835809,27,68,11,0,80
988851312,8,52,25,0,189
988859581,0,0,2,0,15
988903572,47,56,19,0,138
988931066,6,41,195,0,180
988931581,0,0,1,0,0
988962409,0,0,1,0,3
988989438,7,40,10,0,298
989011759,80,72,33,0,34
989043638,66,52,91,0,7
989048173,0,2,5,0,0
989048796,4,16,4,0,1
989052355,65,93,652,0,91
989064162,374,800,400,0,191
989124450,0,0,1,0,0
989138316,126,152,122,7,291
989155386,0,2,2,0,3
989186016,0,25,8,0,0
989243280,5,31,57,0,297
989243990,0,3,3,0,0
989250523,1,2,2,0,25
989257818,6,14,1,0,8
989273413,21,132,8,0,176
989302982,6,29,75,0,22
989361344,8,6,37,0,2
989395189,0,33,4,0,92
989397187,64,167,567,0,319
989414064,31,30,683,0,303
989429923,137,139,784,0,311
989451950,2,7,3,0,100
989454462,0,8,1,0,171
989483196,5,5,1,0,263
989514883,170,101,1449,0,179
989528028,0,0,2,0,1
989541871,5,2,9,0,0
989543378,48,90,119,0,35
989559962,0,17,6,0,247
989585232,2,8,1,0,2
989620064,4,6,4,0,199
989645120,1,31,3,0,190
989659178,21,61,9,0,0
989690088,0,1,1,0,0
989742648,4,16,15,0,272
989762233,3,6,4,0,17
989763301,1,18,2,0,0
989767363,5,60,4,0,8
989769763,8,56,9,0,174
989813450,0,0,1,0,0
989829703,6,39,8,0,262
989847883,2,18,2,1,270
989851070,15,21,56,0,285
989877655,1,6,1,0,0
989879112,2,26,28,0,102
989894322,75,173,299,0,286
989927778,299,364,18,0,250
989930922,53,99,149,0,300
989943180,2334,1869,1226,5,305
989954059,23,51,413,0,277
989976294,1,2,2,0,0
989984113,1,7,1,0,0
989987569,31,36,50,0,0
989989003,49,86,10,0,131
989992038,55,158,183,0,273
990005528,1,3,1,0,0
990006354,2,21,1,0,0
990018571,25,156,6,0,13
